slug,name,status,platform,price_label,price,price_note,cta_text,stripe_price_id,success_url,cancel_url,store_serp_co_product_page_url,apps_serp_co_product_page_url,serply_link,categories,keywords
eporner-video-downloader,Eporner Video Downloader,draft,Eporner,One-time payment,$17.00,,Get it Now,price_1RvXID06JrOmKRCmdSqQK07c,https://store.serp.co/product-details/product/eporner-video-downloader?checkout=success,https://store.serp.co/product-details/product/eporner-video-downloader,https://store.serp.co/product-details/product/eporner-video-downloader,https://apps.serp.co/eporner-video-downloader,https://serp.ly/eporner-video-downloader,Downloader;Adult,eporner video downloader
erome-downloader,Erome Downloader,draft,Erome,One-time payment,$17.00,,Get it Now,price_1S99wr06JrOmKRCmnjJiTjYy,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=erome-downloader,https://store.serp.co/product-details/product/erome-downloader,https://apps.serp.co/erome-downloader,https://serp.ly/erome-downloader,Downloader;Adult,erome downloader
erothots-downloader,Erothots Downloader,draft,Erothots,One-time payment,$17.00,,Get it Now,price_1S99wr06JrOmKRCmb9rOFCbT,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=erothots-downloader,https://store.serp.co/product-details/product/erothots-downloader,https://apps.serp.co/erothots-downloader,https://serp.ly/erothots-downloader,Downloader;Adult;Social Media,erothots downloader
facebook-video-downloader,Facebook Video Downloader,draft,Facebook,One-time payment,$17.00,,Get it Now,price_1S99wr06JrOmKRCmnHmBidFY,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=facebook-video-downloader,https://store.serp.co/product-details/product/facebook-video-downloader,https://apps.serp.co/facebook-video-downloader,https://serp.ly/facebook-video-downloader,Downloader;Social Media,facebook video downloader
flickr-downloader,Flickr Downloader,draft,Flickr,One-time payment,$17.00,,Get it Now,price_1S99ws06JrOmKRCmFvK8ceNO,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=flickr-downloader,https://store.serp.co/product-details/product/flickr-downloader,https://apps.serp.co/flickr-downloader,https://serp.ly/flickr-downloader,Downloader;Creative Assets;Image Hosting,flickr downloader
freepik-downloader,Freepik Downloader,draft,Freepik,One-time payment,$17.00,,Get it Now,price_1S99wt06JrOmKRCmUbw42qU9,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=freepik-downloader,https://store.serp.co/product-details/product/freepik-downloader,https://apps.serp.co/freepik-downloader,https://serp.ly/freepik-downloader,Downloader;Creative Assets,freepik downloader
getty-images-downloader,Getty Images Downloader,draft,Getty,One-time payment,$17.00,,Get it Now,price_1S99wt06JrOmKRCmxzY3jKYL,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=getty-images-downloader,https://store.serp.co/product-details/product/getty-images-downloader,https://apps.serp.co/getty-images-downloader,https://serp.ly/getty-images-downloader,Downloader;Creative Assets,getty images downloader
giphy-downloader,Giphy Downloader,draft,Giphy,One-time payment,$17.00,,Get it Now,price_1S99wu06JrOmKRCmq1ANhFue,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=giphy-downloader,https://store.serp.co/product-details/product/giphy-downloader,https://apps.serp.co/giphy-downloader,https://serp.ly/giphy-downloader,Downloader;Creative Assets;Image Hosting,giphy downloader
gohighlevel-downloader,Gohighlevel Downloader,draft,Gohighlevel,One-time payment,$17.00,,Get it Now,price_1S99wu06JrOmKRCmfKo5Bl2z,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=gohighlevel-downloader,https://store.serp.co/product-details/product/gohighlevel-downloader,https://apps.serp.co/gohighlevel-downloader,https://serp.ly/gohighlevel-downloader,Downloader;Course Platforms,gohighlevel downloader
gokollab-downloader,Gokollab Downloader,draft,Gokollab,One-time payment,$17.00,,Get it Now,price_1S99wv06JrOmKRCmyCPZfee1,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=gokollab-downloader,https://store.serp.co/product-details/product/gokollab-downloader,https://apps.serp.co/gokollab-downloader,https://serp.ly/gokollab-downloader,Downloader;Course Platforms,gokollab downloader
hulu-downloader,Hulu Downloader,draft,Hulu,One-time payment,$17.00,,Get it Now,price_1S99wv06JrOmKRCmOtYb8mCE,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=hulu-downloader,https://store.serp.co/product-details/product/hulu-downloader,https://apps.serp.co/hulu-downloader,https://serp.ly/hulu-downloader,Downloader;Movies & TV,hulu downloader
instagram-downloader,Instagram Downloader,draft,Instagram,One-time payment,$17.00,,Get it Now,price_1S99wv06JrOmKRCm5BKNZ3Kj,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=instagram-downloader,https://store.serp.co/product-details/product/instagram-downloader,https://apps.serp.co/instagram-downloader,https://serp.ly/instagram-downloader,Downloader;Social Media,instagram downloader
internet-archive-downloader,Internet Archive Downloader,draft,Internet,One-time payment,$17.00,,Get it Now,price_1S99ww06JrOmKRCmOPtNc4AC,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=internet-archive-downloader,https://store.serp.co/product-details/product/internet-archive-downloader,https://apps.serp.co/internet-archive-downloader,https://serp.ly/internet-archive-downloader,Downloader;Creative Assets,internet archive downloader
istock-downloader,Istock Downloader,draft,Istock,One-time payment,$17.00,,Get it Now,price_1S99ww06JrOmKRCmNqJ9zTSr,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=istock-downloader,https://store.serp.co/product-details/product/istock-downloader,https://apps.serp.co/istock-downloader,https://serp.ly/istock-downloader,Downloader;Creative Assets,istock downloader
kajabi-video-downloader,Kajabi Video Downloader,draft,Kajabi,One-time payment,$17.00,,Get it Now,price_1S99wx06JrOmKRCmFaiTWpCK,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=kajabi-video-downloader,https://store.serp.co/product-details/product/kajabi-video-downloader,https://apps.serp.co/kajabi-video-downloader,https://serp.ly/kajabi-video-downloader,Downloader;Course Platforms,kajabi video downloader
khan-academy-downloader,Khan Academy Downloader,draft,Khan,One-time payment,$17.00,,Get it Now,price_1S99wx06JrOmKRCmqkFPnN9s,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=khan-academy-downloader,https://store.serp.co/product-details/product/khan-academy-downloader,https://apps.serp.co/khan-academy-downloader,https://serp.ly/khan-academy-downloader,Downloader;Course Platforms,khan academy downloader
kick-clip-downloader,Kick Clip Downloader,draft,Kick,One-time payment,$17.00,,Get it Now,price_1S99wx06JrOmKRCmTvX5yYRV,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=kick-clip-downloader,https://store.serp.co/product-details/product/kick-clip-downloader,https://apps.serp.co/kick-clip-downloader,https://serp.ly/kick-clip-downloader,Downloader;Livestream;Social Media,kick clip downloader
learndash-downloader,Learndash Downloader,draft,Learndash,One-time payment,$17.00,,Get it Now,price_1S99wy06JrOmKRCmGHe9PqqC,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=learndash-downloader,https://store.serp.co/product-details/product/learndash-downloader,https://apps.serp.co/learndash-downloader,https://serp.ly/learndash-downloader,Downloader;Course Platforms,learndash downloader
learnworlds-downloader,Learnworlds Downloader,draft,Learnworlds,One-time payment,$17.00,,Get it Now,price_1S99wz06JrOmKRCmFCzqKyrO,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=learnworlds-downloader,https://store.serp.co/product-details/product/learnworlds-downloader,https://apps.serp.co/learnworlds-downloader,https://serp.ly/learnworlds-downloader,Downloader;Course Platforms,learnworlds downloader
linkedin-learning-downloader,Linkedin Learning Downloader,draft,Linkedin,One-time payment,$17.00,,Get it Now,price_1S99fw06JrOmKRCm59JPeRdR,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=linkedin-learning-downloader,https://store.serp.co/product-details/product/linkedin-learning-downloader,https://apps.serp.co/linkedin-learning-downloader,https://serp.ly/linkedin-learning-downloader,Downloader;Course Platforms,linkedin learning downloader
livejasmin-downloader,Livejasmin Downloader,draft,Livejasmin,One-time payment,$17.00,,Get it Now,price_1S99fx06JrOmKRCmMixxSD1b,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=livejasmin-downloader,https://store.serp.co/product-details/product/livejasmin-downloader,https://apps.serp.co/livejasmin-downloader,https://serp.ly/livejasmin-downloader,Downloader;Adult;Livestream,livejasmin downloader
loom-video-downloader,Loom Video Downloader,live,Loom,,$17.00,,,price_1S9BFJ06JrOmKRCmdpVOP8Em,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=loom-video-downloader,https://store.serp.co/product-details/product/loom-video-downloader,https://apps.serp.co/loom-video-downloader,https://serp.ly/loom-video-downloader,Downloader,loom video downloader;download loom videos;loom offline access
m3u8-downloader,M3u8 Downloader,draft,M3u8,One-time payment,$17.00,,Get it Now,price_1S99fx06JrOmKRCm2ECdO0oK,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=m3u8-downloader,https://store.serp.co/product-details/product/m3u8-downloader,https://apps.serp.co/m3u8-downloader,https://serp.ly/m3u8-downloader,Downloader,m3u8 downloader
moodle-downloader,Moodle Downloader,draft,Moodle,One-time payment,$17.00,,Get it Now,price_1S99fx06JrOmKRCmleYZfn4W,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=moodle-downloader,https://store.serp.co/product-details/product/moodle-downloader,https://apps.serp.co/moodle-downloader,https://serp.ly/moodle-downloader,Downloader;Course Platforms,moodle downloader
myfreecams-downloader,Myfreecams Downloader,draft,Myfreecams,One-time payment,$17.00,,Get it Now,price_1S99fy06JrOmKRCm9EKbadyO,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=myfreecams-downloader,https://store.serp.co/product-details/product/myfreecams-downloader,https://apps.serp.co/myfreecams-downloader,https://serp.ly/myfreecams-downloader,Downloader;Adult;Livestream,myfreecams downloader
netflix-downloader,Netflix Downloader,draft,Netflix,One-time payment,$17.00,,Get it Now,price_1S99fy06JrOmKRCmPkVYWIwk,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=netflix-downloader,https://store.serp.co/product-details/product/netflix-downloader,https://apps.serp.co/netflix-downloader,https://serp.ly/netflix-downloader,Downloader;Movies & TV,netflix downloader
nicovideo-downloader,Nicovideo Downloader,draft,Nicovideo,One-time payment,$17.00,,Get it Now,price_1S99fz06JrOmKRCmxFh2vLWI,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=nicovideo-downloader,https://store.serp.co/product-details/product/nicovideo-downloader,https://apps.serp.co/nicovideo-downloader,https://serp.ly/nicovideo-downloader,Downloader;Social Media,nicovideo downloader
onlyfans-downloader,Onlyfans Downloader,draft,Onlyfans,One-time payment,$17.00,,Get it Now,price_1S99fz06JrOmKRCmwpZifMkf,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=onlyfans-downloader,https://store.serp.co/product-details/product/onlyfans-downloader,https://apps.serp.co/onlyfans-downloader,https://serp.ly/onlyfans-downloader,Downloader;Adult;Social Media,onlyfans downloader
patreon-downloader,Patreon Downloader,draft,Patreon,One-time payment,$17.00,,Get it Now,price_1S99g006JrOmKRCmQ5WBiQuN,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=patreon-downloader,https://store.serp.co/product-details/product/patreon-downloader,https://apps.serp.co/patreon-downloader,https://serp.ly/patreon-downloader,Downloader;Social Media,patreon downloader
pdf-downloader,Pdf Downloader,draft,Pdf,One-time payment,$17.00,,Get it Now,price_1S99g006JrOmKRCmVzelEW6H,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=pdf-downloader,https://store.serp.co/product-details/product/pdf-downloader,https://apps.serp.co/pdf-downloader,https://serp.ly/pdf-downloader,Downloader,pdf downloader
pexels-video-downloader,Pexels Video Downloader,draft,Pexels,One-time payment,$17.00,,Get it Now,price_1S99g106JrOmKRCmnvLb6LoL,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=pexels-video-downloader,https://store.serp.co/product-details/product/pexels-video-downloader,https://apps.serp.co/pexels-video-downloader,https://serp.ly/pexels-video-downloader,Downloader;Creative Assets;Image Hosting,pexels video downloader
pinterest-downloader,Pinterest Downloader,draft,Pinterest,One-time payment,$17.00,,Get it Now,price_1S99g106JrOmKRCmu5wfxl1Y,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=pinterest-downloader,https://store.serp.co/product-details/product/pinterest-downloader,https://apps.serp.co/pinterest-downloader,https://serp.ly/pinterest-downloader,Downloader;Image Hosting;Social Media,pinterest downloader
pixabay-downloader,Pixabay Downloader,draft,Pixabay,One-time payment,$17.00,,Get it Now,price_1S99g106JrOmKRCmhuWBP77A,https://apps.serp.co/checkout/success?session_id={CHECKOUT_SESSION_ID},https://apps.serp.co/checkout?product=pixabay-downloader,https://store.serp.co/product-details/product/pixabay-downloader,https://apps.serp.co/pixabay-downloader,https://serp.ly/pixabay-downloader,Downloader;Creative Assets;Image Hosting,pixabay downloader
